"Text"," topic "
"  ساعة «وتش سيريس 6». تواصل «أبل» دعم منتجاتها في الحفاظ على الصحة العامة للمستخدمين حيث كانت الخاصية الأبرز للنسخة السادسة من الساعة، تتمثل في جهاز مراقبة الأكسجين في الدم، وذلك من خلال سلسلة من أجهزة الاستشعار لقياس الضوء المنعكس على دم مرتديها.","Technology"
" وتستخدم مستويات الأكسجين في الدم عادةً كمقياس للياقة البدنية وصحة القلب، لكن الشركة قالت إنها ستحقق أيضًا فيما إذا كان المؤشر بالإضافة إلى مراقب معدل ضربات القلب من «أبل وتش» فإنه يمكن استخدامه أيضاً للكشف عن العلامات المبكرة للإنفلونزا و«كوفيد 19».","Technology"
" وتقول «أبل» إن «وتش سيريس 6» تقدم أداءً معززاً من خلال مكونات بتصميم جديد وخاصيات أكثر، وقوة في الأداء، حيث تقدم شريحة «إس 6» المحدثة بنظام دوائر متكاملة مجمعة، والتي تستخدم معالجاً جديداً ثنائي النواة يستند إلى شريحة «بيونك إيه 13» في «أيفون 11»، أداءً أسرع بنسبة 20 في المائة، ما يسمح بتشغيل أسرع للتطبيقات بنسبة 20 في المائة أيضاً، بينما تحافظ على عمر البطارية نفسه الذي يدوم 18 ساعة.","Technology"
" وتتضمن الساعة الجديدة أيضاً شريحة «يو1» وهوائيات بنطاق فائق العرض، والتي تمنح موقعاً لا سلكياً قصير المدى لدعم تجارب جديدة، مثل الجيل الجديد من مفاتيح السيارة الرقمية، كما تقدم شحناً أسرع، من خلال شحنة كاملة في أقل من 1.5 ساعة، بالإضافة إلى عمر بطارية معزز لتتبع تمارين معينة، مثل تمارين الركض الداخلية والخارجية.","Technology"
"  ساعة «إس إيه». أطلقت «أبل» أيضًا ساعة ذكية منخفضة التكلفة، لتوسيع نطاقها حيث سعت إلى جعل «أبل وتش» أول جهاز محتمل للأطفال، حيث تبلغ تكلفة ساعة «إس إيه»، وهي المرة الأولى التي تطلق فيها ساعة أرخص إلى جانب طراز جديد بسعر يبدأ من 279 دولارا، حيث أشارت الشركة إلى أن الأطفال سيكونون قادرين على استخدام الساعة بدون جهاز أيفون مصاحب، مع قدرة الآباء على مراقبة موقعهم والتحكم فيمن يمكنهم التواصل معهم.","Technology"
" ساعة «إس إيه» بشاشة «ريتنا» بحواف نحيفة وزوايا مدورة، وهي أكبر من شاشة النسخة الثالثة بنسبة 30 في المائة، كما تسمح الواجهة باستخدام أيقونات وخطوط كبيرة وسهلة القراءة للتطبيقات، وتتضمن شريحة «إس5» بنظام دوائر متكاملة مجمعة مع معالج ثنائي النواة لتقدم أداء سريعا، كما تأتي بأحدث مكبر صوت وميكروفون، تم تحسينهما لمنحك جودة صوت أعلى عند إجراء المكالمات الهاتفية.","Technology"
"  أجهزة «أيباد». أعلنت أبل في مؤتمرها الأخير والذي عقد افتراضياً بسبب جائحة كورونا عن إصدارات أرخص وأقوى من جهاز الأيباد اللوحي، بتصميم جديد يضع مستشعر بصمات الأصابع في زر الطاق، وارتفعت مبيعات الأيباد بنسبة 31 في المائة، وهو أكبر عدد من أي من منتجاتها، في الأشهر الثلاثة حتى نهاية يونيو (حزيران) الماضي.","Technology"
" وأصدرت أبل «أيباد إير» جديداً كلياً، وقالت إنها النسخة الأقوى من هذا الطراز والأكثر تعدداً في الاستخدامات والذي يأتي بخمسة ألوان خلابة، مع شاشة «لوكيد ريتنا» مقاس أكبر - 10.9 إنش- وتحديثات في الكاميرا والصوت، وشريحة «بيونك إيه 14» القوية التي تحقق قفزة هائلة في أداء الجهاز.","Technology"
" يأتي «أيباد إير» الجديد بتصميم جديد نحيف وخفيف الوزن يوفر تجربة بصرية مذهلة، بفضل 3.8 مليون بكسل والتكنولوجيا المتطورة، إذ تأتي الشاشة مصفحة بالكامل، بالإضافة إلى دعم مجموعة ألوان كبيرة، وكاميرا محدثة وصوت جديد.","Technology"
" كما كشفت عن إصدار جهاز «أيباد» اللوحي الجيل الثامن الذي يتميز بشريحة «بونيك إيه 12» القوية التي توفر المحرك العصبي لأول مرة في أجهزة أيباد من المستوى الأساسي. ويأتي هذا الإصدار، الذي يتوفر ابتداءً من 329 دولارا ويضيف قيمة أكبر إلى جهاز الأيباد بسعر المعقول.","Technology"
"  خدمة «أبل ون». وضمن خطوة لتوفير التكنولوجيا كاملة في قلب الحياة الرقمية للأفراد، حيث كشفت أبل النقاب عن اشتراك شهري شامل. سيتقاضى اشتراك «أبل ون» 29.95 دولار لمجموعة من الخدمات مثل أبل ميوزك و«أبل تي في» والأخبار وبرامج لياقية تم الإعلان عنها حديثًا وغيرها، حيث يعتقد أنها منتجات مصممة لزيادة الإيرادات من خارج «أيفون».","Technology"
" و«أبل ون» عبارة عن اشتراك يجمع خدمات متعددة معًا، يتضمن التسليم والفيديو والتخزين عبر الإنترنت، والفيديو عبر الإنترنت، والألعاب، وتخزين أي كلاود، مع إصدارات أكثر تكلفة بما في ذلك الاشتراك في الأخبار والمجلات، فضلاً عن عرض فئة اللياقة البدنية الافتراضية التي تم إطلاقها حديثًا. كما جددت الإعلان عن النسخة الجديدة من نظام تشغيل «أي أو إس 14» وإمكانية إضافته على الهاتف المحمول منذ أيام.","Technology"
"ملحقات تقنية لتطوير ممارسة الأنشطة الرياضية المختلفة  ","Technology"
"تستطيع استخدام كثير من التقنيات الحديثة، مثل الكومبيوترات الشخصية والهواتف الجوالة والأجهزة اللوحية والبرامج المختلفة، ولكن يمكن تطوير تجربة الاستخدام من خلال كثير من الملحقات التقنية التي تطلقها الشركات، والتي تقدم وظائف ممتدة مريحة للمستخدمين. ومن الملحقات الرياضية الجديدة سماعات لاسلكية وساعة من «سامسونغ» قامت «الشرق الأوسط» باختبارها وتجربتها، ونذكر ملخص التجربة.","Technology"
"  الملحق الرياضي الأول هو سماعات «سامسونغ غير آيكون إكس» (Gear IconX)، التي طورت فيها الشركة عمر البطارية والأداء اللاسلكي مقارنة بالجيل السابق الذي أطلق العام الماضي. وبالحديث عن الفروقات مقارنة بالإصدار السابق، فإن حجمها أصبح أصغر قليلاً وانخفض وزنها بعض الشيء، وهي تدعم تقنية الشحن السريع وتستخدم بطارية بقدرة 82 مللي أمبير في الساعة لكل سماعة. وتقدم السماعات 4 غيغابايت من السعة التخزينية المدمجة، مع القدرة على تشغيل الموسيقى مباشرة منها أو من خلال هاتف المستخدم باستخدام تقنية «بلوتوث» اللاسلكية.","Technology"
"  وتدعم السماعات تقنية الشحن السريع، بحيث يمكن شحنها لمدة 10 دقائق لاستخدامها لمدة ساعة كاملة، ويمكن شحن البطارية بالكامل لاستخدامها لمدة 7 ساعات للمحتوى الصوتي الداخلي أو لغاية 5 ساعات من تشغيل المحتوى الصوتي اللاسلكي من الهاتف، مقارنة بنحو ساعتين للإصدار السابق. ويمكن ربط السماعات ببرنامج «سامسونغ غير» على الهواتف الجوالة للتعرف على درجة شحن كل سماعة وعزل الأصوات الخارجية والتحكم بدرجة ارتفاع الصوت، وغيرها من الوظائف الأخرى.","Technology"
"  ويمكن التفاعل مع السماعات بملامسة إصبع المستخدم لسطحها وهي في أذنه، ذلك أنها تستخدم مستشعراً للمس للتنقل بين المحتوى الصوتي والرد على المكالمات والتحكم بدرجة ارتفاع الصوت. وتستخدم السماعات حافظة لنقلها وشحنها من خلال بطارية مدمجة في الحافظة تبلغ قدرتها 340 مللي أمبير في الساعة، ويمكن معاودة شحنها من خلال منفذ «يو إس بي تايب - سي».","Technology"
"  جودة الصوتيات جيدة جداً وواضحة، وهي أفضل من غالبية السماعات اللاسلكية الأخرى الموجودة اليوم. ويمكن استخدام السماعات للاستماع إلى صوتيات عروض الفيديو أثناء مشاهدتها على هاتف المستخدم، ذلك أن زمن نقل الصوتيات ومعالجته منخفض جداً ولا يتأخر عن توقيت عرض الصورة. وتجدر الإشارة إلى أن هذه التجربة قد تختلف من هاتف لآخر، وفقاً لقدرته على معالجة الصوت والصورة ونقل البيانات لاسلكياً بالسرعة الكافية.","Technology"
"  وتوضع السماعات في الأذن وتسمح للمستخدم بالتفاعل مع مساعد «سامسونغ» الشخصي «بيكسبي»، لتقديم ملخصات صوتية في أذنه حول مستويات أدائه الرياضي أثناء الجري. وستراقب السماعات تحركات المستخدم أثناء المشي أو الركض من خلال تطبيق المدرب الشخصي «سامسونغ هيلث»، ولكنها لا تحتوي على مستشعر لقياس معدل نبضات القلب. ويمكن استخدام السعة التخزينية المدمجة لتشغيل الموسيقى دون الحاجة لحمل الهاتف، مثل أثناء ممارسة التمارين الرياضية. وتستطيع السماعات معاينة المسافة المقطوعة والفترة الزمنية لممارسة التمارين والسرعة، وغيرها من المعلومات المهمة للمستخدم. وسيستفيد الهواة من النصائح الرياضية أثناء ممارسة التمارين، مثل تغيير إيقاع الجري بعد مرور فترة معينة، والبدء بسرعات معتدلة ومن ثم رفعها مع مرور الوقت، وعدم بذل مجهود كبير في بداية التمارين لتلافي الإرهاق بسرعة، وغيرها. ويمكن تفعيل سماعة واحدة وإيقاف الثانية أثناء ممارسة الرياضة في حال رغب المستخدم في الاستماع إلى البيئة من حوله، وذلك من خلال إعداد خاص في التطبيق على الهاتف الذكي.","Technology"
"  السماعات متوافرة بألوان الأسود والرمادي والوردي، ويبلغ وزن كل سماعة 6 غرامات، ويبلغ سعرها 200 دولار أميركي.","Technology"
"  وعلى خلاف كثير من الساعات الأخرى، تضع ساعة «سامسونغ غير سبورت» (Gear Sport) ممارسة الرياضة في أعلى أولويات وظائفها، مع تقديم ذلك في تصميم جميل وعملي. وتستهدف الساعة الجديدة محبي ممارسة الرياضة ومراقبة الصحة، إذ إنها تتبع السعرات الحرارية المحروقة وتقدم تطبيقات للمساعدة في التمارين الرياضية وتتبع تحركات المستخدم أثناء المشي أو الركض وتدعم مستشعر نبضات القلب، وتراقب نشاطاته الرياضية، مثل السباحة (الساعة مقاومة للمياه لعمق 50 متراً) والهرولة وركوب الدراجة الهوائية، وغيرها، وتدعم الساعة معرفة ارتفاع المستخدم عن سطح الأرض (أثناء الجري في التلال أو الجبال).","Technology"
"  تصميم الساعة دائري مع تقديم عجلة تحكم على الشاشة، وسوار بتصميم رياضي، وهي تدعم تقنيات «بلوتوث 4.2» و«واي فاي» اللاسلكية، بالإضافة إلى دعم تقنيات الملاحة الجغرافية «جي بي إس» للخرائط الرقمية. ويبلغ قطر الشاشة التي تعمل باللمس 1.2 بوصة، وهي تعرض الصورة بدقة 360x360 بكسل، وتعمل بتقنية «سوبر أموليد» وتستخدم زجاجاً مقاوماً للخدوش من صُنع «غوريلا غلاس 3». وتستخدم الساعة معالج «إكزينوس 3250» ثنائي النواة بسرعة 1 غيغاهرتز، وذاكرة تبلغ 768 ميغابايت، مع تقديم سعة تخزينية مدمجة تبلغ 4 غيغابايت. وتبلغ قدرة البطارية المدمجة 300 مللي أمبير، وهي تستطيع العمل لمدة 4 أيام (دون استخدام ميزة الملاحة الجغرافية «جي بي إس» للخرائط)، أو لمدة 14 ساعة من استخدامها مع ميزة الخرائط الملاحية، ويمكن شحنها لاسلكياً من خلال شاحن خاص بها، وشحن البطارية بالكامل في نحو 3 ساعات. وتستخدم الساعة نظام التشغيل «تايزن 3.0» الخاص بشركة «سامسونغ» وهي تدعم المساعد الشخصي «بيكسبي». الساعة متوافرة باللونين الأزرق والأسود، ويبلغ وزنها 67 غراماً، ويبلغ سعرها 200 دولار أميركي.","Technology"
"ساعة «هواوي جي تي» الجديدة... مزايا ونقائص ","Technology"
"بعد نجاح ساعة «هواوي ووتش 2» التي أطلقتها الشركة في 2017، أعلنت «هواوي» عن آخر ابتكاراتها في مجال الساعات الذكية، بإصدارها لساعة «هواوي جي تي» والتي تميزت بالفخامة والأناقة الكلاسيكية مع إمكانيات هائلة في مجال تعقب اللياقة البدنية وعمر بطارية يدوم لغاية أسبوعين.","Technology"
" تحمل الساعة طابع تصميم كلاسيكيا دائريا جميلا وهيكلا من الفولاذ المقاوم للصدأ مع أطراف من السيراميك المقاومة للخدوش وأسورة من المطاط أو الجلد على حسب النسخة، فالنسخة الكلاسيكية يزينها سوار جلدي، أما الرياضية فتأتي بسوار مطاطي مقاوم للتعرق والبلل. وعلى الجهة اليمنى من الساعة يبرز زرا التحكم للمساعدة في تشغيل النظام والمزايا الداخلية. أما في الأسفل فنجد وصلتي الشحن وعدة مجسات استشعار لقراءة معدل نبضات القلب ونمط النوم والسرعة والارتفاع وغيرهم. ورغم هذا التصميم العصري الرائد والخامات العالية الجودة، فإن الساعة كانت خفيفة الوزن بحيث لا تتعدى الـ46 غراماً من دون السوار.","Technology"
" ولأن «هواوي» أرادت أن تكون الساعة برفقتنا طول الوقت فقد زودت الساعة بتصميم مضاد للماء بمعيارية 5ATM أي بمعنى آخر، أن الساعة بإمكانها أن تصمد لغاية 50 متراً تحت الماء.","Technology"
" من المميز في التصميم أن الساعة متوافقة مع أسورة الـ22مم أي أنه يمكن استعمال أي من أسورة ساعاتك الذكية مع ساعة «هواوي جي تي» دون الحاجة لشراء أسورة خاصة.","Technology"
" وتحمل الساعة شاشة من نوع «أموليد» بقياس 1.39 بوصة بدقة 454x454 بكسل محمية بطبقة زجاجية صلبة، وتعتبر من أفضل الشاشات وضوحاً وسطوعاً في عالم الساعات الذكية، خصوصاً تحت أشعة الشمس خصوصاً إذا ما قورنت بشاشة ساعة غالاكسي ووتش ذات الشاشة 1.3 بوصة وبدقة 360x360.","Technology"
" وستتوفر الساعة بعدة ألوان، هي الأسود والأبيض والفضي والبني والأخضر. وستباع بسعر 230 دولاراً للنسخة الرياضية و290 دولاراً للنسخة الكلاسيكية.","Technology"
" وفي خطوة جديدة من نوعها، يوجد بالساعة معالجان، أحدهما بتردد منخفض والآخر بمواصفات وتردد قوي. والفكرة هي أنه في حال النوم أو الجلوس يقوم المعالج المنخفض بتشغيل الساعة ليحافظ على عمر البطارية بينما يشتغل المعالج الأقوى بمجرد تحركك أو بدء نشاطك الرياضي.","Technology"
" ولتحديد مكانك بدقة تدعم الساعة ثلاث أنواع لتحديد المواقع وهي «جي بي اس» GPS و«غلوناس» GLONASS (نظام الملاحة التابع للحكومة الروسية) و«غاليلو» GALIEO) نظام الملاحة الأوروبي) والتي تعمل جميعها في نفس الوقت لكي تحدد مكانك بكل دقة بغض النظر عن البلد الذي أنت فيه.","Technology"
" وتأتي الساعة بنظام تشغيل جديد طورته «هواوي» وأسمته بـ«لايت أو إس» Lite OS لتتخلى عن نظام تشغيل «غوغل» WearOS الذي استعملته في ساعة «هواوي ووتش 2» العام الماضي؛ ولتكون ضربة جديدة لنظام «غوغل» للملبوسات حيث يقبع الآن في مرتبة متأخرة من ناحية الحصة السوقية خلف كل من «آبل» و«فيت بت» و«سامسونغ» و«غارمين». ويدعم هذه النظام توصيل الساعة بهواتف أندرويد وآيفون على حد سواء.","Technology"
" ومن أهم مزايا النظام هو تمكين الساعة من الاستمرار لمدة أسبوعين كاملين والذي لم تكن «هواوي» لتحصل عليه إذا ما اعتمدت على نظام غوغل للملبوسات. ولأن النظام حديث، فهو يفتقد إلى كثير من الخصائص التي تحظى بها الأنظمة الأخرى كنظام تايزن مثلاً الذي طورته «سامسونغ» لساعاتها الذكية.","Technology"
" وعلى سبيل المثال فإن نظام الإشعارات محدود جدا فلا تستطيع التفاعل مع الرسائل ولا الرد على المكالمات ولا حتى مسح هذه الإشعارات من على الهاتف. أيضاً تأتي الساعة بخلفيات محددة Watch Faces ولا تستطيع تحميل أي خلفيات جديدة لأن نظام التشغيل لا يدعم تطبيقات الطرف الثالث. كما لا تدعم الساعة تحميل أي تطبيق حيث لا يوجد متجر مخصص لنظام لايت أو أس بعد. أيضاً لا تدعم الساعة أي من تقنيات الدفع الإلكتروني ولا تحتوي على ذاكرة داخلية لتخزين المقاطع الصوتية كما هو الحال في الساعات المنافسة.","Technology"
" وتدعم الساعة سيناريوهات تمرينات مختلفة وتسجيل التمرينات في الهواء الطلق كالتسلق والجري والسباحة أو في الأماكن المغلقة كالنادي الرياضي. أيضاً، طورت «هواوي» نظام تدريب علمي حيث تعمل الساعة وكأنها مدرب شخصي يرشد المستخدم للقيام بتمارين معينة على حسب مستواه من اللياقة البدنية، بالإضافة إلى ذلك تحديد المواقع ومراقبة معدل نبضات القلب التي تعتبر من أهم مزايا الساعة.","Technology"
" وبمقدور الساعة مراقبة دقات قلبك لحظياً Realtime عن طريق تقنية ترو سيين TrueSeen 3 على عكس معظم الساعات المنافسة والتي تستوجب على الأقل دقيقة لتقوم باستشعار النبضات من جديد. وبما أن النوم جانب مهم لصحة الإنسان، فالساعة تدعم نظام ترو سليب TrueSleep2 الذي يتحقق من كفاءة نومك ويراقب جسمك خلال الليل ليعطيك بالنهار تقريراً كاملاً عن نومك، بل ويعطيك لغاية 200 اقتراح لتنعم بنوم عميق وصحي. ووفرت الشركة تطبيق «هواوي هيلث» Huawei Health لتحصل على تجربة مميزة وتفاصيل أكثر لنشاطاتك وتحركاتك ونومك وليكمّل الساعة التي عادة ما تعرض تقارير بسيطة.","Technology"
" من أهم مميزات الساعة مقارنة بمنافسيها في السوق طول عمر بطاريتها الذي يصل إلى أسبوعين حتى مع تفعيل مجس استشعار القلب الدائم وميزة تحديد المواقع. أيضاً يمكن أن تدوم الساعة لغاية 30 يوماً في حال تعطيل كل المجسات وإبقاء وضع الساعة والإشعارات والمنبهات فقط. أما في الوضع النشط جداً ومع التشغيل الدائم لكل المجسات فالساعة تستطيع الصمود لغاية 22 ساعة متواصلة. وبصفة عامة، فهذه بالفعل أرقام مذهلة، خصوصاً إذا ما علمنا أن ساعة «آبل ووتش 4» تحتاج للشحن يومياً بينما تحتاج ساعة «سامسونغ غالكسي ووتش» للشحن كل أربعة أيام.","Technology"
" والخلاصة، أنه وبصفة عامة وجدنا أن الساعة دقيقة جداً في تتبع النشاطات الرياضية وأنماط النوم وتحسس نبضات القلب، إلا أن نظام التشغيل لايت أو إس لا يقوم فقط إلا بالأساسيات كعرض التوقيت والإشعارات، ولا يرقى بالساعة لأن تكون ساعة ذكية منافسة في سوق يوجد بها ساعات متقدمة جداً مثل «آبل ووتش» و«غالكسي ووتش».","Technology"
"تطبيقات جديدة  ","Technology"
"اخترنا لكم في هذا العدد قفلا متقدما يعمل ببصمة إصبع المستخدم، بالإضافة إلى تطبيقات مختلفة للأجهزة الجوالة، منها تطبيق لاستكشاف علوم المحيطات للأطفال، وآخر لتسهيل الوصول إلى التطبيقات المختلفة واستخدام الهاتف بيد واحدة، بالإضافة إلى تطبيق يتخصص بتحميل عروض الفيديو من المواقع والشبكات الاجتماعية المختلفة.","Technology"
"  - قفل بالبصمةوتستطيع الحصول على قفل إلكتروني صلب ومتقدم اسمه «آي فنغرلوك فنغربرينت بايومترك بادلوك» iFingerLock Fingerprint Biometric Padlock للمزيد من الحماية لمقتنياتك في الخزائن العامة (مثل المدارس والأندية الرياضية، وغيرها). وسيحدّ هذا القفل من احتمال سرقة الخزائن بشكل كبير نظرا لأنه لا يمكن فتحه بأي مفتاح تقليدي، بل من خلال وضع بصمة إصبع المستخدم على المستشعر المدمج في القفل الذي يعمل من خلال بطاريتين صغيرتين. وسيخبر القفل المستخدم في حال انخفاض شحنة بطاريته والحاجة لاستبدالها. ويبلغ سعر القفل 115 دولارا، ويمكن الحصول عليه من المتاجر الإلكترونية.","Technology"
"  - استكشاف المحيطات للأطفالسيساعد تطبيق «سبلاش آند بابلز فور بيرنتس» Splash and Bubbles for Parents المجاني على الأجهزة التي تعمل بنظام التشغيل «آندرويد» و«آي أو إس» الأطفال على استكشاف علوم المحيطات من خلال عروض فيديو ونصوص تشدهم إلى التعرف على هذا العالم بطريقة كرتونية لطيفة، ذلك أن التطبيق مشتق من برنامج الرسوم المتحركة بالاسم نفسه على شبكة القنوات التلفزيونية PBS KIDS. ويمكن استخدام التطبيق كشاشة إضافية أثناء مشاهدة البرنامج الكارتوني على التلفزيون من خلال مزامنة الحلقة، حيث يمكن الضغط على زر «المزامنة» Sync أثناء مشاهدة حلقة من البرنامج، ليفتح التطبيق دليل الحلقات لعرض الكلمات والمفردات وعروض الفيديو والموسيقى والشخصيات والأسئلة للمساعدة في التحدث عن العلوم مع الطفل. ويقدم التطبيق أكثر من 100 مقطع صوتي ومرئي من البرنامج التلفزيوني، مع توفير القدرة على مشاهدة عروض المحيطات وغيرها. ويتضمن التطبيق دليل حقائق ممتع يعرض صورا حقيقية للأسماك والحيوانات التي تعيش في المحيطات وبيئتها، بالإضافة إلى الأنشطة العملية التي تشجع على تعلم العلوم واكتشافها في العالم الحقيقي. ويمكن تحميل التطبيق من متجري «غوغل بلاي» و«آيتونز» الإلكترونيين.","Technology"
"  - وصول سريع للتطبيقاتوصول سريع للتطبيقات واستخدام الهاتف بيد واحدة. من مزايا نظام التشغيل «آندرويد» أنه يسمح بتعديل واجهة الاستخدام بطرق مختلفة، وخصوصا من خلال تطبيقات متخصصة تحول تجربة الاستخدام إلى أخرى مختلفة كليا، وبكل سهولة. اسم هذه الفئة من التطبيقات «لونشر» Launcher، ونذكر منها تطبيق «نياغرا» Niagara المجاني على الأجهزة التي تعمل بنظام التشغيل «آندرويد»، والذي يعتبر شاشة رئيسية جديدة تحتوي على واجهة استخدام بسيطة. ومن خلال تصميمه السلس، يمكن للمستخدم تشغيل التطبيقات بسرعة أكبر واستخدام الهاتف بيد واحدة بسبب قدرته على تصغير أحجام الخطوط والأيقونات، الأمر المفيد لدى حمل هاتف كبير أو لذوي الأصابع الصغيرة. ويستطيع التطبيق ترتيب التطبيقات على الهاتف في قائمة مرتبة أبجديا أو حسب الأكثر استخداما.ويقدم التطبيق كذلك ميزة معاينة الإشعارات التي تسمح للمستخدم قراءة الرسائل الواردة مباشرة على شاشته الرئيسية والاطلاع على الإشعارات بالكامل. كما يدعم التطبيق حظر الرسائل غير المرغوب بها، والتي تشمل الإعلانات والإشعارات التي يصعب إزالتها من قائمة التنبيهات، بالإضافة إلى قدرته على إخفاء التطبيقات مسبقة التثبيت على الهاتف والتي لا يتم استخدامها على الإطلاق، وذلك بهدف الحصول على شاشة رئيسية جميلة ومرتبة. ويمكن تحميل التطبيق من متجر «غوغل بلاي» الإلكتروني.","Technology"
"  - تحميل الفيديو إلى الجوالبإمكانك تحميل عروض الفيديو من مختلف المواقع والشبكات الاجتماعية إلى هاتفك الجوال من خلال تطبيقات مختلفة، نذكر منها تطبيق «سنابتوب» Snaptube المجاني على الأجهزة التي تعمل بنظام التشغيل «آندرويد»، والذي يسمح بتحميل عروض الفيديو من شبكات «فيسبوك» و«يوتيوب» و«إنستغرام»، بالإضافة إلى دعم الكثير من المواقع الأخرى التي تحتوي على محتوى مرئي. تصميمي التطبيق بسيط وجميل وسهل للاستخدام، مع قدرته على تحميل العروض بامتداد MP3 الصوتي وتحميل قائمة الفيديوهات Playlist كاملة من «يوتيوب»، بالإضافة إلى تقديمه لمتصفح إنترنت مدمج لتسهيل الوصول إلى عروض الفيديو المرغوبة. وبعد تثبيت وتشغيل التطبيق، ستظهر أمام المستخدم شاشة تعرض مواقع مشهورة لتحميل العروض منها، مع اقتراح عروض فيديو. وتعرض الشاشة في الأسفل الملفات التي قام المستخدم بتحميلها والاشتراكات في الحسابات المختلفة. ويكفي نسخ رابط الفيديو المرغوب ولصقه في قائمة البحث ليظهر أمام المستخدم سهم باللون الأصفر يجب النقر عليه واختيار الدقة المرغوبة واسم الملف والمجلد الذي سيتم حفظه فيه للبدء بعملية التحميل. التطبيق غير متوافر في متجر «غوغل بلاي» لأنه يخالف سياسة «غوغل» حول تحميل عروض الفيديو من المواقع والشبكات الاجتماعية، ولكنه متوفر للتحميل من موقع الشركة المطورة www.snaptubeapp.com","Technology"
"2020 عام اللابتوب {الرائع} و {المتفوق} ","Technology"
"يبدو أنّ عام 2020 سيكون عاماً رائعاً لأجهزة اللابتوب، لا سيما أن شركتي «آي إم دي». وإنتل تتصارعان على ريادة مجال وحدات المعالجة المركزية، وتطوير وحدات نقّالة وصغيرة لمعالجة رسوميات ستساهم في تصميم لابتوبات أرقّ حجماً، وأخفّ وزناً، وأكثر سرعة لمحبّي الألعاب الإلكترونية، بالإضافة إلى تطوير البطارية - الحلم التي لا تتعب أبدا!","Technology"
" وفيما يلي، يستعرض الخبراء في «بي سي وورلد» أحدث المؤشرات التي طرحها معرض إلكترونيات المستهلكين عن اللابتوبات وجديدها.","Technology"
" - من المرجّح أن تشكّل وحدة المعالجة المركزية النقّالة «رايزن 400» من شركة «إيه إم دي». والتي أُعلن عنها في المعرض الخبر الأهمّ في عالم اللابتوبات لعام 2020، فبعد سنوات من إنتاج الرقائق التي لا ترقى إلى مستوى التوقّعات، سيقدّم الجيل الجديد من وحدات المعالجة المركزية 7 نانوميترات من الفعّالية ومزيداً من النُّوى. وفي ظلّ توفّر 100 جهاز لابتوب حاضر لتشغيل وحدات المعالجة المركزية الجديدة، يمكن القول إنّ «آي إيه إم دي». قد سبقت جميع منافسيها إلى صدارة هذه الفئة. ولكن يبقى أن نعرف المزيد عن خدمة البطارية لا سيما أنها من مواطن الضعف التي واجهتها الشركة في منتجاتها السابقة.","Technology"
" - رأينا أيضاً في المعرض الإلكترونيات الاستهلاكية جهاز «لاتيتود 9510»، أوّل لابتوب مزوّد باتصال الجيل الخامس من ديل التي قدّمت شرحاً مفصّلاً يستعرض تحدّي ضبط الهوائيات التي يحتاجها اتصال الجيل الخامس في الكومبيوتر النقّال. ومن الواضح أنّ أولى لابتوبات الجيل الخامس ستكون على مستوى عالٍ من التطوّر ما سيسهّل على المستهلكين استيعاب الكلفة العالية للأجهزة.","Technology"
" - عادة، لا نقيّم الكثير من اللابتوبات المكتبية، ولكنّنا لم نفوّت الاطّلاع على جهاز «إيليت دراغونفلاي» من «إتش بي». (سعره 2100 دولار) الذي لا يشبه أجهزة الكومبيوتر العمليّة المملّة أبداً. إذ يتميّز هذا اللابتوب بتصميم رقيق، وخفيف الوزن، مع عدد هائل من الميّزات، وهيكل مقاوم لآثار البصمات بلون أزرق أنيق.","Technology"
" - «بيكسل بوك غو» من غوغل (متوفّر عبر موقع الشركة الإلكتروني)، وينتمي إلى فئة أجهزة الكروم بوك العالية الأداء والمقبولة السعر، ما جعله خيارنا المفضّل في هذه الفئة. لذا، في حال كنتم من الملتزمين بخيار الكروم بوك، لا تتردّدوا في شراء هذا الجهاز الذي يستحقّ كلّ ما ستنفقونه عليه.","Technology"
" - أفضل لابتوب رقيق وخفيف الوزن. «إكس بي إس 13 7390» من ديل XPS 13 7390. السعر: 1620 دولارا.","Technology"
" نعم، في عام 2020 أصبح بإمكانكم الاستمتاع بالأداء العالي وخفّة الوزن في لابتوب واحد، وجهاز «إكس بي إس 13 7390» الجديد من ديل هو خير مثالٍ على ذلك، فبفضل وحدة معالجته المركزية «إنتل كور» i7 - 10710U السداسية النواة، نجحت هذه الآلة الرقيقة والخفيفة (المتوفّرة عبر موقع الشركة) في التفوّق على أعتى الموديلات وأقواها.","Technology"
" لكن لابتوب ديل الجديد ووحدة معالجته المركزية لن يتفوّق على الكومبيوترات المكتبية المستخدمة في الشركات والتي تحتوي على نواة «كور i7 - 9750H» المتطوّرة والخارقة السرعة. ولكنّه يبقى طبعاً اللابتوب الخفيف الأوّل الذي سيمنحكم أداءً أفضل من اللابتوبات القديمة والثقيلة التي تعمل بوحدة معالجة مركزية من الجيل السابع، كأجهزة XPS 15. والأكيد طبعاً أنّ مزيج الأداء المتفوّق مع قابلية الحمل الذي يقدّمه «إكس بي إس 13 7390» لم نسمع به قبل أوائل هذا العام.","Technology"
"  أفضل لابتوب دون 500 دولار «إيسر أسباير 5 A515 - 54 - 51DJ» Acer Aspire 5 A515 - 54 - 51DJ. السعر: 486.85 دولار.","Technology"
